id,ts,team,avg_acs
2483,2025-10-08 13:10:43.621813+05:00,Gen.G,239.95
2484,2025-10-08 13:10:43.622299+05:00,FUT Esports,319.76
2485,2025-10-08 13:10:43.622840+05:00,EDward Gaming,204.65
2486,2025-10-08 13:10:43.623280+05:00,FunPlus Phoenix,188.55
2487,2025-10-08 13:10:43.623728+05:00,Trace Esports,133.26
2488,2025-10-08 13:10:43.624184+05:00,G2 Esports,240.65
2489,2025-10-08 13:10:43.624641+05:00,Paper Rex,180.12
2490,2025-10-08 13:10:43.625335+05:00,KRÜ Esports,184.85
2491,2025-10-08 13:10:43.625810+05:00,FNATIC,230.26
2492,2025-10-08 13:10:43.626290+05:00,DRX,226.96
2493,2025-10-08 13:10:43.626734+05:00,Team Heretics,207.63
2494,2025-10-08 13:10:43.627208+05:00,Team Vitality,131.37
2495,2025-10-08 13:10:43.627762+05:00,Sentinels,224.60
2496,2025-10-08 13:10:43.628248+05:00,Bilibili Gaming,231.88
2497,2025-10-08 13:10:53.636446+05:00,TALON,211.84
2498,2025-10-08 13:10:53.638817+05:00,LEVIATÁN,271.09
2499,2025-10-08 13:10:53.639447+05:00,Gen.G,231.67
2500,2025-10-08 13:10:53.639942+05:00,FUT Esports,317.30
2501,2025-10-08 13:10:53.640384+05:00,EDward Gaming,201.90
2502,2025-10-08 13:10:53.640875+05:00,FunPlus Phoenix,193.16
2503,2025-10-08 13:10:53.641433+05:00,Trace Esports,123.69
2504,2025-10-08 13:10:53.641935+05:00,G2 Esports,246.87
2505,2025-10-08 13:10:53.642519+05:00,Paper Rex,174.20
2506,2025-10-08 13:10:53.643020+05:00,KRÜ Esports,177.45
2507,2025-10-08 13:10:53.643519+05:00,FNATIC,238.42
2508,2025-10-08 13:10:53.643963+05:00,DRX,228.46
2509,2025-10-08 13:10:53.644436+05:00,Team Heretics,212.71
2510,2025-10-08 13:10:53.644898+05:00,Team Vitality,122.11
2511,2025-10-08 13:10:53.645340+05:00,Sentinels,232.83
2512,2025-10-08 13:10:53.645814+05:00,Bilibili Gaming,231.20
2513,2025-10-08 13:11:03.656840+05:00,TALON,213.73
2514,2025-10-08 13:11:03.659651+05:00,LEVIATÁN,273.02
2515,2025-10-08 13:11:03.660132+05:00,Gen.G,234.70
2516,2025-10-08 13:11:03.660618+05:00,FUT Esports,310.37
2517,2025-10-08 13:11:03.661091+05:00,EDward Gaming,196.87
2518,2025-10-08 13:11:03.661535+05:00,FunPlus Phoenix,187.80
2519,2025-10-08 13:11:03.662013+05:00,Trace Esports,120.60
2520,2025-10-08 13:11:03.662473+05:00,G2 Esports,239.30
2521,2025-10-08 13:11:03.662913+05:00,Paper Rex,166.46
2522,2025-10-08 13:11:03.663432+05:00,KRÜ Esports,182.57
2523,2025-10-08 13:11:03.663876+05:00,FNATIC,241.57
2524,2025-10-08 13:11:03.664314+05:00,DRX,227.21
2525,2025-10-08 13:11:03.664758+05:00,Team Heretics,207.55
2526,2025-10-08 13:11:03.665229+05:00,Team Vitality,123.50
2527,2025-10-08 13:11:03.665681+05:00,Sentinels,228.65
2528,2025-10-08 13:11:03.666174+05:00,Bilibili Gaming,221.26
2529,2025-10-08 13:11:13.677190+05:00,TALON,214.47
2530,2025-10-08 13:11:13.679274+05:00,LEVIATÁN,271.83
2531,2025-10-08 13:11:13.679752+05:00,Gen.G,226.92
2532,2025-10-08 13:11:13.680235+05:00,FUT Esports,314.11
2533,2025-10-08 13:11:13.680767+05:00,EDward Gaming,205.08
2534,2025-10-08 13:11:13.681214+05:00,FunPlus Phoenix,196.87
2535,2025-10-08 13:11:13.681645+05:00,Trace Esports,122.50
2536,2025-10-08 13:11:13.682082+05:00,G2 Esports,242.50
2537,2025-10-08 13:11:13.682669+05:00,Paper Rex,160.88
2538,2025-10-08 13:11:13.683328+05:00,KRÜ Esports,176.21
2539,2025-10-08 13:11:13.683903+05:00,FNATIC,237.62
2540,2025-10-08 13:11:13.684523+05:00,DRX,219.94
2541,2025-10-08 13:11:13.685135+05:00,Team Heretics,215.16
2542,2025-10-08 13:11:13.685714+05:00,Team Vitality,123.32
2543,2025-10-08 13:11:13.686336+05:00,Sentinels,232.91
2544,2025-10-08 13:11:13.686838+05:00,Bilibili Gaming,221.33
2545,2025-10-08 13:11:23.697919+05:00,TALON,221.60
2546,2025-10-08 13:11:23.700385+05:00,LEVIATÁN,267.42
2547,2025-10-08 13:11:23.700776+05:00,Gen.G,225.09
2548,2025-10-08 13:11:23.701124+05:00,FUT Esports,310.63
2549,2025-10-08 13:11:23.701477+05:00,EDward Gaming,211.99
2550,2025-10-08 13:11:23.701817+05:00,FunPlus Phoenix,191.13
2551,2025-10-08 13:11:23.702177+05:00,Trace Esports,114.36
2552,2025-10-08 13:11:23.702543+05:00,G2 Esports,243.33
2553,2025-10-08 13:11:23.702848+05:00,Paper Rex,153.34
2554,2025-10-08 13:11:23.703151+05:00,KRÜ Esports,176.00
2555,2025-10-08 13:11:23.703560+05:00,FNATIC,234.65
2556,2025-10-08 13:11:23.704005+05:00,DRX,222.75
2557,2025-10-08 13:11:23.704388+05:00,Team Heretics,209.48
2558,2025-10-08 13:11:23.704791+05:00,Team Vitality,127.88
2559,2025-10-08 13:11:23.705155+05:00,Sentinels,226.30
2560,2025-10-08 13:11:23.705595+05:00,Bilibili Gaming,214.48
2561,2025-10-08 13:11:33.713322+05:00,TALON,220.93
2562,2025-10-08 13:11:33.715564+05:00,LEVIATÁN,273.67
2563,2025-10-08 13:11:33.715997+05:00,Gen.G,227.45
2564,2025-10-08 13:11:33.716351+05:00,FUT Esports,303.99
2565,2025-10-08 13:11:33.716681+05:00,EDward Gaming,210.51
2566,2025-10-08 13:11:33.716983+05:00,FunPlus Phoenix,196.65
2567,2025-10-08 13:11:33.717267+05:00,Trace Esports,123.96
2568,2025-10-08 13:11:33.717602+05:00,G2 Esports,235.77
2569,2025-10-08 13:11:33.717958+05:00,Paper Rex,154.33
2570,2025-10-08 13:11:33.718325+05:00,KRÜ Esports,185.42
2571,2025-10-08 13:11:33.718608+05:00,FNATIC,231.36
2572,2025-10-08 13:11:33.718890+05:00,DRX,228.12
2573,2025-10-08 13:11:33.719171+05:00,Team Heretics,212.69
2574,2025-10-08 13:11:33.719539+05:00,Team Vitality,120.49
2575,2025-10-08 13:11:33.719923+05:00,Sentinels,227.05
2576,2025-10-08 13:11:33.720234+05:00,Bilibili Gaming,217.60
2577,2025-10-08 13:11:43.730364+05:00,TALON,228.15
2578,2025-10-08 13:11:43.730938+05:00,LEVIATÁN,271.23
2579,2025-10-08 13:11:43.731348+05:00,Gen.G,223.05
2580,2025-10-08 13:11:43.731683+05:00,FUT Esports,311.88
2581,2025-10-08 13:11:43.732039+05:00,EDward Gaming,209.39
2582,2025-10-08 13:11:43.732393+05:00,FunPlus Phoenix,188.76
2583,2025-10-08 13:11:43.732695+05:00,Trace Esports,116.77
2584,2025-10-08 13:11:43.732990+05:00,G2 Esports,237.84
2585,2025-10-08 13:11:43.733268+05:00,Paper Rex,150.05
2586,2025-10-08 13:11:43.733549+05:00,KRÜ Esports,190.12
2587,2025-10-08 13:11:43.733900+05:00,FNATIC,227.16
2588,2025-10-08 13:11:43.734214+05:00,DRX,226.30
2589,2025-10-08 13:11:43.734615+05:00,Team Heretics,218.04
2590,2025-10-08 13:11:43.734963+05:00,Team Vitality,130.31
2591,2025-10-08 13:11:43.735270+05:00,Sentinels,235.05
2592,2025-10-08 13:11:43.735559+05:00,Bilibili Gaming,218.45
2593,2025-10-08 13:11:53.745378+05:00,TALON,223.08
2594,2025-10-08 13:11:53.747435+05:00,LEVIATÁN,261.62
2595,2025-10-08 13:11:53.747836+05:00,Gen.G,220.92
2596,2025-10-08 13:11:53.748132+05:00,FUT Esports,314.75
2597,2025-10-08 13:11:53.748475+05:00,EDward Gaming,199.47
2598,2025-10-08 13:11:53.748796+05:00,FunPlus Phoenix,197.29
2599,2025-10-08 13:11:53.749103+05:00,Trace Esports,112.94
2600,2025-10-08 13:11:53.749528+05:00,G2 Esports,240.32
2601,2025-10-08 13:11:53.749867+05:00,Paper Rex,157.54
2602,2025-10-08 13:11:53.750181+05:00,KRÜ Esports,180.36
2603,2025-10-08 13:11:53.750511+05:00,FNATIC,226.51
2604,2025-10-08 13:11:53.750842+05:00,DRX,230.09
2605,2025-10-08 13:11:53.751989+05:00,Team Heretics,226.58
2606,2025-10-08 13:11:53.752279+05:00,Team Vitality,132.92
2607,2025-10-08 13:11:53.752572+05:00,Sentinels,233.57
2608,2025-10-08 13:11:53.752855+05:00,Bilibili Gaming,222.04
2609,2025-10-08 13:12:03.768136+05:00,TALON,230.06
2610,2025-10-08 13:12:03.768589+05:00,LEVIATÁN,253.63
2611,2025-10-08 13:12:03.768812+05:00,Gen.G,213.55
2612,2025-10-08 13:12:03.769013+05:00,FUT Esports,308.48
2613,2025-10-08 13:12:03.769267+05:00,EDward Gaming,191.54
2614,2025-10-08 13:12:03.769518+05:00,FunPlus Phoenix,194.05
2615,2025-10-08 13:12:03.769784+05:00,Trace Esports,108.77
2616,2025-10-08 13:12:03.770020+05:00,G2 Esports,239.93
2617,2025-10-08 13:12:03.770253+05:00,Paper Rex,151.71
2618,2025-10-08 13:12:03.770504+05:00,KRÜ Esports,174.02
2619,2025-10-08 13:12:03.770754+05:00,FNATIC,230.42
2620,2025-10-08 13:12:03.770959+05:00,DRX,225.87
2621,2025-10-08 13:12:03.771144+05:00,Team Heretics,227.87
2622,2025-10-08 13:12:03.771325+05:00,Team Vitality,128.02
2623,2025-10-08 13:12:03.771520+05:00,Sentinels,229.66
2624,2025-10-08 13:12:03.771725+05:00,Bilibili Gaming,223.22
2625,2025-10-08 13:12:13.779772+05:00,TALON,230.70
2626,2025-10-08 13:12:13.780227+05:00,LEVIATÁN,258.79
2627,2025-10-08 13:12:13.780482+05:00,Gen.G,208.91
2628,2025-10-08 13:12:13.780784+05:00,FUT Esports,312.44
2629,2025-10-08 13:12:13.781010+05:00,EDward Gaming,200.02
2630,2025-10-08 13:12:13.781231+05:00,FunPlus Phoenix,201.32
2631,2025-10-08 13:12:13.781436+05:00,Trace Esports,110.85
2632,2025-10-08 13:12:13.781648+05:00,G2 Esports,245.27
2633,2025-10-08 13:12:13.781863+05:00,Paper Rex,155.11
2634,2025-10-08 13:12:13.782074+05:00,KRÜ Esports,169.06
2635,2025-10-08 13:12:13.782283+05:00,FNATIC,229.51
2636,2025-10-08 13:12:13.782486+05:00,DRX,227.44
2637,2025-10-08 13:12:13.782689+05:00,Team Heretics,221.68
2638,2025-10-08 13:12:13.782893+05:00,Team Vitality,132.06
2639,2025-10-08 13:12:13.783097+05:00,Sentinels,236.25
2640,2025-10-08 13:12:13.783302+05:00,Bilibili Gaming,215.75
2641,2025-10-08 13:12:23.789854+05:00,TALON,235.58
2642,2025-10-08 13:12:23.790396+05:00,LEVIATÁN,249.22
2643,2025-10-08 13:12:23.790652+05:00,Gen.G,202.31
2644,2025-10-08 13:12:23.790937+05:00,FUT Esports,310.55
2645,2025-10-08 13:12:23.791197+05:00,EDward Gaming,200.23
2646,2025-10-08 13:12:23.791474+05:00,FunPlus Phoenix,194.40
2647,2025-10-08 13:12:23.791702+05:00,Trace Esports,114.77
2648,2025-10-08 13:12:23.791930+05:00,G2 Esports,246.36
2649,2025-10-08 13:12:23.792176+05:00,Paper Rex,157.35
2650,2025-10-08 13:12:23.792403+05:00,KRÜ Esports,173.60
2651,2025-10-08 13:12:23.792614+05:00,FNATIC,228.06
2652,2025-10-08 13:12:23.792837+05:00,DRX,233.78
2653,2025-10-08 13:12:23.793079+05:00,Team Heretics,230.94
2654,2025-10-08 13:12:23.793303+05:00,Team Vitality,124.08
2655,2025-10-08 13:12:23.793511+05:00,Sentinels,230.43
2656,2025-10-08 13:12:23.793718+05:00,Bilibili Gaming,216.81
2657,2025-10-08 13:12:33.809693+05:00,TALON,232.22
2658,2025-10-08 13:12:33.811440+05:00,LEVIATÁN,254.19
2659,2025-10-08 13:12:33.811804+05:00,Gen.G,202.93
2660,2025-10-08 13:12:33.812123+05:00,FUT Esports,312.28
2661,2025-10-08 13:12:33.812411+05:00,EDward Gaming,199.94
2662,2025-10-08 13:12:33.812694+05:00,FunPlus Phoenix,193.43
2663,2025-10-08 13:12:33.812973+05:00,Trace Esports,121.90
2664,2025-10-08 13:12:33.813293+05:00,G2 Esports,246.92
2665,2025-10-08 13:12:33.813597+05:00,Paper Rex,163.94
2666,2025-10-08 13:12:33.813897+05:00,KRÜ Esports,163.87
2667,2025-10-08 13:12:33.814176+05:00,FNATIC,226.12
2668,2025-10-08 13:12:33.814477+05:00,DRX,234.86
2669,2025-10-08 13:12:33.814784+05:00,Team Heretics,223.43
2670,2025-10-08 13:12:33.815070+05:00,Team Vitality,117.82
2671,2025-10-08 13:12:33.815362+05:00,Sentinels,233.96
2672,2025-10-08 13:12:33.815664+05:00,Bilibili Gaming,224.92
2673,2025-10-08 13:12:43.827489+05:00,TALON,227.06
2674,2025-10-08 13:12:43.829479+05:00,LEVIATÁN,248.25
2675,2025-10-08 13:12:43.829948+05:00,Gen.G,192.93
2676,2025-10-08 13:12:43.830309+05:00,FUT Esports,318.95
2677,2025-10-08 13:12:43.830612+05:00,EDward Gaming,193.52
2678,2025-10-08 13:12:43.830898+05:00,FunPlus Phoenix,193.16
2679,2025-10-08 13:12:43.831184+05:00,Trace Esports,131.07
2680,2025-10-08 13:12:43.831553+05:00,G2 Esports,245.61
2681,2025-10-08 13:12:43.831914+05:00,Paper Rex,173.46
2682,2025-10-08 13:12:43.832254+05:00,KRÜ Esports,156.91
2683,2025-10-08 13:12:43.832540+05:00,FNATIC,227.75
2684,2025-10-08 13:12:43.832825+05:00,DRX,240.09
2685,2025-10-08 13:12:43.833117+05:00,Team Heretics,213.57
2686,2025-10-08 13:12:43.833418+05:00,Team Vitality,116.44
2687,2025-10-08 13:12:43.833716+05:00,Sentinels,230.71
2688,2025-10-08 13:12:43.833999+05:00,Bilibili Gaming,220.48
2689,2025-10-08 13:12:53.848503+05:00,TALON,227.08
2690,2025-10-08 13:12:53.850758+05:00,LEVIATÁN,247.89
2691,2025-10-08 13:12:53.851139+05:00,Gen.G,192.82
2692,2025-10-08 13:12:53.851423+05:00,FUT Esports,324.24
2693,2025-10-08 13:12:53.851706+05:00,EDward Gaming,185.39
2694,2025-10-08 13:12:53.854685+05:00,FunPlus Phoenix,189.08
2695,2025-10-08 13:12:53.854959+05:00,Trace Esports,125.44
2696,2025-10-08 13:12:53.855209+05:00,G2 Esports,246.56
2697,2025-10-08 13:12:53.855460+05:00,Paper Rex,169.57
2698,2025-10-08 13:12:53.855704+05:00,KRÜ Esports,157.49
2699,2025-10-08 13:12:53.855947+05:00,FNATIC,220.25
2700,2025-10-08 13:12:53.856188+05:00,DRX,234.40
2701,2025-10-08 13:12:53.856434+05:00,Team Heretics,210.11
2702,2025-10-08 13:12:53.856676+05:00,Team Vitality,118.99
2703,2025-10-08 13:12:53.856915+05:00,Sentinels,233.23
2704,2025-10-08 13:12:53.857162+05:00,Bilibili Gaming,224.38
2705,2025-10-08 13:13:03.864067+05:00,TALON,224.63
2706,2025-10-08 13:13:03.864554+05:00,LEVIATÁN,241.72
2707,2025-10-08 13:13:03.864826+05:00,Gen.G,194.03
2708,2025-10-08 13:13:03.865145+05:00,FUT Esports,328.12
2709,2025-10-08 13:13:03.865375+05:00,EDward Gaming,177.03
2710,2025-10-08 13:13:03.865616+05:00,FunPlus Phoenix,182.04
2711,2025-10-08 13:13:03.865887+05:00,Trace Esports,128.93
2712,2025-10-08 13:13:03.866215+05:00,G2 Esports,250.86
2713,2025-10-08 13:13:03.866431+05:00,Paper Rex,175.67
2714,2025-10-08 13:13:03.866644+05:00,KRÜ Esports,147.85
2715,2025-10-08 13:13:03.866853+05:00,FNATIC,221.30
2716,2025-10-08 13:13:03.867068+05:00,DRX,242.26
2717,2025-10-08 13:13:03.867322+05:00,Team Heretics,200.27
2718,2025-10-08 13:13:03.867543+05:00,Team Vitality,110.46
2719,2025-10-08 13:13:03.867770+05:00,Sentinels,225.57
2720,2025-10-08 13:13:03.868038+05:00,Bilibili Gaming,230.72
2721,2025-10-08 13:13:13.877874+05:00,TALON,221.59
2722,2025-10-08 13:13:13.879806+05:00,LEVIATÁN,247.58
2723,2025-10-08 13:13:13.880178+05:00,Gen.G,192.02
2724,2025-10-08 13:13:13.880521+05:00,FUT Esports,328.90
2725,2025-10-08 13:13:13.880829+05:00,EDward Gaming,186.39
2726,2025-10-08 13:13:13.881145+05:00,FunPlus Phoenix,183.27
2727,2025-10-08 13:13:13.881562+05:00,Trace Esports,120.51
2728,2025-10-08 13:13:13.881931+05:00,G2 Esports,241.28
2729,2025-10-08 13:13:13.882285+05:00,Paper Rex,179.25
2730,2025-10-08 13:13:13.882663+05:00,KRÜ Esports,153.20
2731,2025-10-08 13:13:13.882971+05:00,FNATIC,222.45
2732,2025-10-08 13:13:13.883290+05:00,DRX,250.48
2733,2025-10-08 13:13:13.883581+05:00,Team Heretics,205.21
2734,2025-10-08 13:13:13.883862+05:00,Team Vitality,105.26
2735,2025-10-08 13:13:13.884167+05:00,Sentinels,229.46
2736,2025-10-08 13:13:13.884485+05:00,Bilibili Gaming,239.59
